isbn,data_source,title,authors,publisher,publication_date,language,page_count,categories,average_rating,ratings_count,description,thumbnail,binding,dimensions,weight
9781616018016,Google Books,Super Subtraction Stick Kids Success Skill Books,Janet Sweet,Creative Teaching Press,2012-08-01,en,56.0,Education,,,,http://books.google.com/books/content?id=ox79ugAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781616018023,Google Books,"Math Puzzlers, Grade 2",Creative Teaching Press,Creative Teaching Press,2012-08-01,en,56.0,Education,,,"Research has shown that repetition is essential for the brain to learn and recall information. Furthermore, children have a tendency to repeat activities they enjoy. The engaging games and puzzles in this book will provide your child with repeated practice of grade-level-appropriate math skills. Continued practice with these skills helps develop a strong understanding of basic math concepts and builds a strong foundation in math problem solving, an important tool for academic success. Upon your ",http://books.google.com/books/content?id=aJ_5ugAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781616018030,Google Books,"Reading Comprehension, Grade 2 [With Sticker(s)]",Teresa Domnauer,Creative Teaching Press,2012-08-01,en,56.0,Juvenile Nonfiction,,,"Learning to read is a fun and exciting time in a childs life. In addition to being able to decode and recognize words, it is important that children be able to understand what they are reading. Reading comprehension is made up of several skills that can be honed and sharpened with practice and repetition. This book provides that along with activities designed to strengthen your childs ability to problem-solve, think critically, and become familiar with the academic language commonly used in the ",http://books.google.com/books/content?id=CO9lngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781616018047,Google Books,"Word Wizard, Grade 2",Creative Teaching Press,Creative Teaching Press,2012-08-01,en,56.0,Education,,,"Research has shown that repetition is essential for the brain to learn and recall information. The engaging games and puzzles in this book will provide your child with repeated practice of grade-level-appropriate vocabulary and language skills. Becoming fluent, or automatic, with these skills helps develop reading fluency and build a strong foundation in reading comprehension, an important skill for academic success. Upon your childs completion of each activity, use the provided incentive chart ",http://books.google.com/books/content?id=SKHuugAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781616018054,Google Books,"Word Searcher, Grade 2",Janet Sweet,Creative Teaching Press,2012-08-01,en,56.0,Education,,,"Research has shown that repetition is essential for the brain to learn and recall information. The word searches in this book will provide your child with repeated practice of grade-level-appropriate vocabulary in all four of the main academic disciplines (language arts, math, science, and social studies) as well as advanced words designed for vocabulary enrichment. Becoming fluent, or automatic, with these skills helps develop reading fluency and build a strong foundation in reading comprehensi",http://books.google.com/books/content?id=B83uugAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781616018061,Google Books,"Reading Compreshension, Grade 3",Janet Sweet,Creative Teaching Press,2012-08-01,en,56.0,Education,,,"The key to reading is understanding what is being read. By reading, a child can become a better reader, but he or she does not necessarily improve his or her reading comprehension. The ability to comprehend what is read is critical to understanding textbooks in later grades, which is why you will find this book has a majority of nonfiction passages. The book repeats important strategies necessary for strengthening reading comprehension skills. By completing the book in order, your child will rev",http://books.google.com/books/content?id=GjX1ugAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781616018078,Google Books,"Multiplication and Division, Grade 3",Janet Sweet,Creative Teaching Press,2012-08-01,en,56.0,Education,,,"Multiplication and division are relatively new operations for third graders. Children need many experiences grouping and separating objects to understand the meaning of these two operations. They also need to see and use number facts (such as 3 5 and 12 4) in a variety of contexts, such as in describing sets of objects or pictures, or solving word problems, in order to achieve mastery. Research has shown that repetition is essential for the brain to learn and recall information. This book provid",http://books.google.com/books/content?id=7uPrugAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781616018085,Google Books,"Math Puzzlers, Grade 3 [With Sticker(s)]",Janet Sweet,Creative Teaching Press,2012-08-01,en,56.0,Juvenile Nonfiction,,,"Research has shown that repetition is essential for the brain to learn and recall information. Furthermore, children have a tendency to repeat activities they enjoy. The engaging games and puzzles in this book will provide your child with repeated practice of grade-level-appropriate",http://books.google.com/books/content?id=h-8rngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781616018108,Google Books,"Wild Word Searchers, Grade 3",Creative Teaching Press,Creative Teaching Press,2012-08-01,en,56.0,Education,,,"Research has shown that repetition is essential for the brain to learn and recall information. The engaging puzzles in this book will provide your child with repeated practice of grade-level-appropriate vocabulary. Becoming fl uent, or automatic, with these words helps develop reading fl uency and build a strong foundation in reading comprehension, an important skill for academic success. In addition, solving word search puzzles provides fun spelling practice. Upon your childs completion of each",http://books.google.com/books/content?id=37kFuwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781616018115,Google Books,"Word Wizard, Grade 3",Creative Teaching Press,Creative Teaching Press,2012-08-01,en,56.0,Education,,,"Research has shown that repetition is essential for the brain to learn and recall information. The engaging activities and puzzles in this book will provide your child with repeated practice of grade-level-appropriate academic vocabulary and language skills. Becoming fl uent, or automatic, with these skills helps enrich vocabulary, enhance reading fl uency, and build a strong foundation in reading comprehension, an important skill for academic success. Upon your childs completion of each activit",http://books.google.com/books/content?id=1gLqugAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781628852134,,,,,,,,,,,,,,,
9781628852141,,,,,,,,,,,,,,,
9781629384825,Google Books,"Daily Summer Activities: Between Prek and Kindergarten, Grade Prek - K Workbook: Moving from Prek to Kindergarten, Grades Prek-K",Evan-Moor Corporation,Daily Summer Activities,2018,en,0.0,Juvenile Nonfiction,,,"""Skill sharpeners activity books provide at-home practice that helps children master and retain skills. Each book in this dynamic series supports grade-appropriate standards in key subject areas. Perfect for review and enrichment, the 144 full-color pages and activities motivate children to have fun while learning!""--Back cover",http://books.google.com/books/content?id=oM1ptAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781631096600,Google Books,Frozen Imagine Ink Magic Ink,,,2014,en,,,,,,,,,
9781631097157,Google Books,Frozen Imagine Ink Mess Free Game Book,,,2014,en,,,,,,,,,
9781683101864,Google Books,What's in My Pocket?,Rozanne Williams,Learn-To-Read,2017-08-30,en,0.0,Education,,,"Repetitive, predictable story lines and illustrations that match the text provide maximum support to the emergent reader. Engaging stories promote reading comprehension, and easy and fun activities on the inside back covers extend learning. Great for Reading First, Fluency, Vocabulary, Text Comprehension, and ESL/ELL!",http://books.google.com/books/content?id=9caUtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781683101901,Google Books,Where's Your Tooth,Rozanne Williams,Learn-To-Read,2017-08-30,en,,Education,,,"Repetitive, predictable story lines and illustrations that match the text provide maximum support to the emergent reader. Engaging stories promote reading comprehension, and easy and fun activities on the inside back covers extend learning. Great for Reading First, Fluency, Vocabulary, Text Comprehension, and ESL/ELL!",http://books.google.com/books/content?id=xZz5swEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781741219142,Google Books,Alphabet,"Bookmart Limited, Hinkler Books Pty, Limited",Learn and Play,2005-04,ko,,,,,"Give your child a head start on the basics with these innovative flash cards. Each card slides open to reveal the answer, and each set can be used in a variety of ways to introduce basic learning concepts. Children will love the interactive learning experience and the clear colourful images on every card. Each double-sided card slides open to reveal the answer. Includes a parent guide offering suggestions for using the cards to enhance each child's learning. 30 sliding panels in each set.",http://books.google.com/books/content?id=w5pxIAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781741219159,Open Library,Slide & Learn Flash  Animals,,Hinkler,"September 1, 2006",,15.0,,,,,,,,
9781741219166,Google Books,Numbers,"Bookmart Limited, Hinkler Books Pty, Limited",Learn and Play,2005-04,ko,,,,,"Give your child a head start on the basics with these innovative flash cards. Each card slides open to reveal the answer, and each set can be used in a variety of ways to introduce basic learning concepts. Children will love the interactive learning experience and the clear colourful images on every card. Each double-sided card slides open to reveal the answer. Includes a parent guide offering suggestions for using the cards to enhance each child's learning. 30 sliding panels in each set.",http://books.google.com/books/content?id=0ZkNQQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781741219173,Google Books,Opposites,"Bookmart Limited, Hinkler Books Pty, Limited",Learn and Play,2005-04,ko,,,,,"Give your child a head start on the basics with these innovative flash cards. Each card slides open to reveal the answer, and each set can be used in a variety of ways to introduce basic learning concepts. Children will love the interactive learning experience and the clear colourful images on every card. Each double-sided card slides open to reveal the answer. Includes a parent guide offering suggestions for using the cards to enhance each child's learning. 30 sliding panels in each set.",http://books.google.com/books/content?id=-ZZfAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781741811025,Google Books,ABC,"Hinkler Books, PENTON OVERSEAS",Hinkler Books Pty Limited,2007-02-01,en,,Juvenile Nonfiction,,,,http://books.google.com/books/content?id=bKPPAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781741811391,Google Books,Your Body,,,2007-06-01,en,,,,,"Give your child a head start on the basics with these innovative flash cards. Each card slides open to reveal the answer, and each set can be used in a variety of ways to introduce basic learning concepts. Children will love the interactive learning experience and the clear colourful images on every card.",http://books.google.com/books/content?id=y1zWGgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781741811407,Google Books,Tell the Time,,,2007-06-01,en,,,,,"Give your child a head start on the basics with these innovative flash cards. Each card slides open to reveal the answer, and each set can be used in a variety of ways to introduce basic learning concepts. Children will love the interactive learning experience and the clear colourful images on every card.",http://books.google.com/books/content?id=yjimGgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781741811414,Google Books,Phonics,,,2007-06-01,en,,,,,"Give your child a head start on the basics with these innovative flash cards. Each card slides open to reveal the answer, and each set can be used in a variety of ways to introduce basic learning concepts. Children will love the interactive learning experience and the clear colourful images on every card.",http://books.google.com/books/content?id=OjZpIAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781741811421,Google Books,Shapes and Colours,,,2007-06-01,en,,,,,"Give your child a head start on the basics with these innovative flash cards. Each card slides open to reveal the answer, and each set can be used in a variety of ways to introduce basic learning concepts. Children will love the interactive learning experience and the clear colourful images on every card.",http://books.google.com/books/content?id=s09PHwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781741829488,,,,,,,,,,,,,,,
9781741847628,Google Books,Friends Numbers Slide & Learn,"Britt Allcroft, Hinkler Books Pty Ltd",Hinkler Books Pty Limited,2011-03-01,en,15.0,Juvenile Nonfiction,,,"Its all aboard for interactive learning fun with everyones favorite little engine. Young ones will love developing their visual literacy and numeracy skills with Thomas and his friends. These innovative flash cards feature clear colorful images, with each card sliding open to reveal the answer. Each box includes a parent guide on enhancing the learning experience. Ages 3-6.",http://books.google.com/books/content?id=Bc6juAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781742118758,Google Books,Feeling Angry,Trace Moroney,Five Mile Press,2011-06-01,en,,,,,,http://books.google.com/books/content?id=KGQeygAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781742118772,Google Books,Feeling Kind,Trace Moroney,Five Mile Press,2011-06-01,en,,,,,,http://books.google.com/books/content?id=SA5HXwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781742118789,Google Books,Feeling Loved,Trace Moroney,Five Mile Press,2011-06-01,en,,,,,,http://books.google.com/books/content?id=okVLXwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781742488288,,,,,,,,,,,,,,,
9781742488295,,,,,,,,,,,,,,,
9781742488301,,,,,,,,,,,,,,,
9781742488318,,,,,,,,,,,,,,,
9781742488325,,,,,,,,,,,,,,,
9781742488332,,,,,,,,,,,,,,,
9781742488349,,,,,,,,,,,,,,,
9781742488356,,,,,,,,,,,,,,,
9781742819778,ISBNdb,Building Blocks Slide & Learn Flashcards Alphabet (UK Eng),,Hinkler Book Distributors,,en,,Subjects,,,,https://images.isbndb.com/covers/14099463482808.jpg,Paperback,"Height: 4.84251 Inches, Length: 7.24408 Inches, Weight: 1.0141264052 Pounds, Width: 1.81102 Inches",
9781742819785,Open Library,Building Blocks Slide & Learn Flashcards Numbers (UK Eng),,,,,,,,,,,,,
9781742819792,ISBNdb,Building Blocks Slide & Learn Flashcards,,Hinkler Books Ltd. Bounce Books,,en,,Subjects,,,,https://images.isbndb.com/covers/14099603482808.jpg,Paperback,"Height: 5.5118 Inches, Length: 7.32282 Inches, Width: 1.77165 Inches",
9781742971414,Google Books,Billie B Brown: The Copycat Kid,Sally Rippin,Hardie Grant Egmont,2012-04-02,en,60.0,Friendship,,,The Billie B Brown adventures are perfect for girls who are desperate to begin reading but are bored by daggy school readers! The new girl at school won’t stop copying Billie! It is so annoying. What can Billie do?,http://books.google.com/books/content?id=q1EXmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781743003541,,,,,,,,,,,,,,,
9781743003558,,,,,,,,,,,,,,,
9781743003565,,,,,,,,,,,,,,,
9781743003572,,,,,,,,,,,,,,,
9781743003589,,,,,,,,,,,,,,,
9781743003596,,,,,,,,,,,,,,,
9781743003602,,,,,,,,,,,,,,,
9781743003619,,,,,,,,,,,,,,,
9781743005989,Google Books,Alchemist Smurf,"Five Mile Press Pty Limited, The",,2012-06-01,en,,,,,"Follow these little blue characters (only three apples high) on their many adventures around the Smurf Village. The Smurfs have a cooperative, sharing and kind community where each Smurf can contribute something to Smurf society. The collectible mini books are available at the attractive RRP of $1, making them appealing to children and parents alike.",,,,
9781743005996,Google Books,Trojan Smurf,"Five Mile Press Pty Limited, The",,2012-06-01,en,,,,,"Follow these little blue characters (only three apples high) on their many adventures around the Smurf Village. The Smurfs have a cooperative, sharing and kind community where each Smurf can contribute something to Smurf society. The collectible mini books are available at the attractive RRP of $1, making them appealing to children and parents alike.",,,,
9781743006009,Google Books,Astronaut Smurf,"Five Mile Press Pty Limited, The",,2012-06-01,en,,,,,"Follow these little blue characters (only three apples high) on their many adventures around the Smurf Village. The Smurfs have a cooperative, sharing and kind community where each Smurf can contribute something to Smurf society. The collectible mini books are available at the attractive RRP of $1, making them appealing to children and parents alike.",,,,
9781743006016,Google Books,Smurfmobile Race,"Five Mile Press Pty Limited, The",,2012-06-01,en,,,,,"Follow these little blue characters (only three apples high) on their many adventures around the Smurf Village. The Smurfs have a cooperative, sharing and kind community where each Smurf can contribute something to Smurf society. The collectible mini books are available at the attractive RRP of $1, making them appealing to children and parents alike.",,,,
9781743006023,Google Books,Smurf Soup,"Five Mile Press Pty Limited, The",,2012-06-01,en,,,,,"Follow these little blue characters (only three apples high) on their many adventures around the Smurf Village. The Smurfs have a cooperative, sharing and kind community where each Smurf can contribute something to Smurf society. The collectible mini books are available at the attractive RRP of $1, making them appealing to children and parents alike.",,,,
9781743006030,Google Books,Smurfs in a Maze,"Five Mile Press Pty Limited, The",,2012-06-01,en,,,,,"Follow these little blue characters (only three apples high) on their many adventures around the Smurf Village. The Smurfs have a cooperative, sharing and kind community where each Smurf can contribute something to Smurf society. The collectible mini books are available at the attractive RRP of $1, making them appealing to children and parents alike.",,,,
9781743006047,Google Books,Giant Smurf,"Five Mile Press Pty Limited, The",,2012-06-01,en,,,,,"Follow these little blue characters (only three apples high) on their many adventures around the Smurf Village. The Smurfs have a cooperative, sharing and kind community where each Smurf can contribute something to Smurf society. The collectible mini books are available at the attractive RRP of $1, making them appealing to children and parents alike.",,,,
9781743006054,Google Books,Sir Smurf the Knight,"Five Mile Press Pty Limited, The",,2012-06-01,en,,,,,"Follow these little blue characters (only three apples high) on their many adventures around the Smurf Village. The Smurfs have a cooperative, sharing and kind community where each Smurf can contribute something to Smurf society. The collectible mini books are available at the attractive RRP of $1, making them appealing to children and parents alike.",,,,
9781743006245,Google Books,Hello Kitty Little Library,"Five Mile Press Pty Limited, The",,2012-06-01,en,,,,,"Discover more about Hello Kitty's friends, the sweet things in her world, her twin sister, Mimi and her idea of the perfect picnic in this adorable Little Library.",http://books.google.com/books/content?id=OvNsLwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781743006290,Google Books,Hello Kitty Book and Floor Puzzle,"Five Mile Press Pty Limited, The",,2012-06-01,en,,,,,"Hello Kitty and her family are ready to go on a trip! But will Hello Kitty forget her friends whilst she is away?Join Hello Kitty and she and her family head off on their summer camping trip together. What will the adorable Hello Kitty and her twin sister, Mimi, get up to along the way?A Look and Find activity on the sides of the box make this more than just a floor puzzle!Engaging Hello Kitty scene means there is always something new to discover on the floor puzzle.Includes a sweet Hello Kitty ",http://books.google.com/books/content?id=CMNdLwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781743008041,Google Books,Butterfly Hunt,"Five Mile Press Pty Limited, The",,2012-09-01,en,,,,,"Girls will love these gorgeous books featuring all the beloved characters from the world of My Little Pony. These collectible mini books are available at the attractive RRP of $1, making them appealing to children and parents alike.",,,,
9781743008058,Google Books,Pinkie Pie's Special Day,"Five Mile Press Pty Limited, The",,2012-09-01,en,,,,,"Girls will love these gorgeous books featuring all the beloved characters from the world of My Little Pony. These collectible mini books are available at the attractive RRP of $1, making them appealing to children and parents alike.",,,,
9781743008065,Google Books,World's Biggest Tea Party,"Five Mile Press Pty Limited, The",,2012-09-01,en,,,,,"Girls will love these gorgeous books featuring all the beloved characters from the world of My Little Pony. These collectible mini books are available at the attractive RRP of $1, making them appealing to children and parents alike.",,,,
9781743008072,Google Books,Wishes Do Come True,"Five Mile Press Pty Limited, The",,2012-09-01,en,,,,,"Girls will love these gorgeous books featuring all the beloved characters from the world of My Little Pony. These collectible mini books are available at the attractive RRP of $1, making them appealing to children and parents alike.",,,,
9781743008089,Google Books,A Pony's Tale,"Five Mile Press Pty Limited, The",,2012-09-01,en,,,,,"Girls will love these gorgeous books featuring all the beloved characters from the world of My Little Pony. These collectible mini books are available at the attractive RRP of $1, making them appealing to children and parents alike.",,,,
9781743008096,Google Books,Princess Promenade,"Five Mile Press Pty Limited, The",,2012-09-01,en,,,,,"Girls will love these gorgeous books featuring all the beloved characters from the world of My Little Pony. These collectible mini books are available at the attractive RRP of $1, making them appealing to children and parents alike.",,,,
9781743008102,Google Books,A Pony Party,"Five Mile Press Pty Limited, The",,2012-09-01,en,,,,,"Girls will love these gorgeous books featuring all the beloved characters from the world of My Little Pony. These collectible mini books are available at the attractive RRP of $1, making them appealing to children and parents alike.",,,,
9781743008119,Google Books,Pinkie Pie's Spooky Dream,"Five Mile Press Pty Limited, The",,2012-09-01,en,,,,,"Girls will love these gorgeous books featuring all the beloved characters from the world of My Little Pony. These collectible mini books are available at the attractive RRP of $1, making them appealing to children and parents alike.",,,,
9781743008874,Google Books,Fisher-Price Slipcase Set,"Five Mile Press Pty Limited, The",,2012-08,en,,,,,Four early-learning concepts featuring adorable Fisher Price artwork! These sturdy board books teach first concepts using bright and attractive art which will keep children entertained and have them reading again and again. Packaged in a 3D slipcase for easy storage.,,,,
9781743086766,ISBNdb,My First Numbers: Time & Counting Flashcards Twin Pack,Hinkler books,Hinkler Books Pty Ltd,2012,en,,Children's Books,,,"Give your child a head start on the basics with these innovative flash cards. Filled with bright photographs and easy-to-read text, My First Numbers: Time & Counting will encourage children to develop early learning skills and build their understanding of counting and numbers. Each card slides open to reveal the answer, and each set can be used in a variety of ways to introduce basic learning concepts. Children will love the interactive learning experience and the clear, colourful images on ever",https://images.isbndb.com/covers/16769343482808.jpg,Hardcover,,
9781743086773,ISBNdb,My First Words: Body & Animal Flashcards Twin pack (Little Learners),Hinkler books,Hinkler Books Pty Ltd,2012,en,,Children's Books,,,"Give your child a head start on the basics with these innovative flash cards. Filled with bright photographs and easy-to-read text, My First Words: Baby & Animal will encourage children to develop early learning skills and build their understanding of key first words. Each card slides open to reveal the answer, and each set can be used in a variety of ways to introduce basic learning concepts. Children will love the interactive learning experience and the clear, colourful images on every card.",https://images.isbndb.com/covers/16769413482808.jpg,Cards,"Height: 7.25 inches, Length: 9.25 inches, Weight: 1.95 pounds, Width: 1.5 inches",
9781743086780,ISBNdb,My First Letters: ABC & Phonics Flashcards Twin Pack,Hinkler books,Hinkler Books Pty Ltd,2012-07-01,en,,Children's Books,,,"Give your child a head start on the basics with these innovative flash cards. Filled with bright photographs and easy-to-read text, My First Letters: ABC & Phonics will encourage children to develop early learning skills and build their understanding of the alphabet. Each card slides open to reveal the answer, and each set can be used in a variety of ways to introduce basic learning concepts. Children will love the interactive learning experience and the clear, colourful images on every card.",https://images.isbndb.com/covers/16769483482808.jpg,Hardcover,"height: 127 mm, length: 76 mm, width: 3 mm, weight: 45 g",
9781743086797,,,,,,,,,,,,,,,
9781743086803,,,,,,,,,,,,,,,
9781743086810,ISBNdb,Elmo's World: Your Body & Pets Flashcards Twin Pack,Hinkler books,Hinkler Books Pty Ltd,2012,en,,Children's Books,,,"Give your child a head start on the basics with these innovative flash cards and Elmo! Each card slides open to reveal the answer, and each set can be used in a variety of ways to introduce basic learning concepts. Children will love the interactive learning experience and the clear, colourful images on every card.",https://images.isbndb.com/covers/16769783482808.jpg,Hardcover,"Height: 9.25 Inches, Length: 7.25 Inches, Width: 1.5 Inches",
9781743086827,,,,,,,,,,,,,,,
9781743088517,Google Books,Sing-along Christmas Carols,,hinkler,2012,en,9.0,Juvenile Nonfiction,5.0,1.0,"Sing along and share the magic and music of Christmas with the Sing-Along Christmas Carols book and audio CD. The fun book is beautifully illustrated and contains classic Christmas carols and stories for everyone to enjoy. Perfect for home, in the car, or anywhere that needs the holiday spirit. Includes traditional carols such as Jingle Bells and Silent Night, plus stories such as 'A Christmas Carol' by Charles Dickens. The CD contains Christmas carols for everyone to sing along to. Perfect for ",http://books.google.com/books/content?id=7DFCAJleYjgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,
9781743088524,Google Books,Sing-along Nursery Rhymes,"Hinkler Books Pty, Limited",hinkler,2012,en,9.0,Juvenile Nonfiction,,,"Sing along, read along and have a rollicking good time with the Easy-to-read Fairytales book and audio CD. The fun book is beautifully illustrated and contains all your favourite classic fairytale stories and songs for everyone to enjoy. Perfect for playtime or in the car, the CD will have little ones singing along in no time. Classic fairytales, beautifully illustrated and packaged with an all-new audio CD. Family-friendly content, suitable for home or on the go. Reinforce learning with words, ",http://books.google.com/books/content?id=atskUG9VMywC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,
9781743088548,Google Books,Birthday,"Hinkler Books Pty, Limited",,2012,en,12.0,Birthday parties,,,Baby s First titles entertain children while giving them a head start on learning. Children will love the brightphotographs and all the excitement of the squeaky cover.,http://books.google.com/books/content?id=eeAWngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781743088555,Google Books,Baby Animals,"Hinkler Books Pty, Limited",,2012,en,12.0,Animals,,,Baby s First titles entertain children while giving them a head start on learning. Children will love the brightphotographs and all the excitement of the squeaky cover.,http://books.google.com/books/content?id=zpwonwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781743088562,Google Books,Numbers,"Hinkler Books Pty, Limited",,2012-09-01,en,6.0,,,,Baby s First titles entertain children while giving them a head start on learning. Children will love the brightphotographs and all the excitement of the squeaky cover.,http://books.google.com/books/content?id=W3fOnQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781743088579,Google Books,Pretty Princess,Gail Daniels,,2012-09-01,en,6.0,,,,Baby s First titles entertain children while giving them a head start on learning. Children will love the brightphotographs and all the excitement of the squeaky cover.,http://books.google.com/books/content?id=QzGingEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781743408407,Google Books,ZZZ Ive Been Tidy - O/P,Porter/Saunders,,,en,,,,,,,,,
9781743409084,Google Books,ZZZ I Am Big - O/P,& Saunders Porteer,,,en,,,,,,,,,
9781743409107,Google Books,I Am Happy,Jaclyn Crupi,,2016,en,14.0,Board books,,,"This book shows different ways to be happy, in a fun and gentle way.",,,,
9781743461730,Google Books,Hello Kitty: Fun Friend Day!,"Five Mile Press Pty Limited, The",,2013-02-01,en,,,,,"Join Hello Kitty and all her friends in this exciting new Pixi series. From Pony Surprise to Star Ballerina, there is sure to be a story to capture the hearts of every little girl. These collectible mini books are available at the attractive RRP of $1, making them appealing to children and parents alike.",http://books.google.com/books/content?id=qbnANAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781743461747,Google Books,Hello Kitty: Pony Surprise,"Five Mile Press Pty Limited, The",,2013-02-01,en,,,,,"Join Hello Kitty and all her friends in this exciting new Pixi series. From Pony Surprise to Star Ballerina, there is sure to be a story to capture the hearts of every little girl. These collectible mini books are available at the attractive RRP of $1, making them appealing to children and parents alike.",http://books.google.com/books/content?id=KhyzNAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781743461754,Google Books,Hello Kitty: Star Ballerina,"Five Mile Press Pty Limited, The",,2013-02-01,en,,,,,"Join Hello Kitty and all her friends in this exciting new Pixi series. From Pony Surprise to Star Ballerina, there is sure to be a story to capture the hearts of every little girl. These collectible mini books are available at the attractive RRP of $1, making them appealing to children and parents alike.",http://books.google.com/books/content?id=FJXbNAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781743461761,Google Books,Hello Kitty: Superterrific Sleepover!,"Five Mile Press Pty Limited, The",,2013-02-01,en,,,,,"Join Hello Kitty and all her friends in this exciting new Pixi series. From Pony Surprise to Star Ballerina, there is sure to be a story to capture the hearts of every little girl. These collectible mini books are available at the attractive RRP of $1, making them appealing to children and parents alike.",http://books.google.com/books/content?id=Hlm2NAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781743461778,Google Books,Hello Kitty: Ice-Skating Princess,"Five Mile Press Pty Limited, The",,2013-02-01,en,,,,,"Join Hello Kitty and all her friends in this exciting new Pixi series. From Pony Surprise to Star Ballerina, there is sure to be a story to capture the hearts of every little girl. These collectible mini books are available at the attractive RRP of $1, making them appealing to children and parents alike.",http://books.google.com/books/content?id=SGW9NAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781743461785,Google Books,Hello Kitty: Family Trip!,"Five Mile Press Pty Limited, The",,2013-02-01,en,,,,,"Join Hello Kitty and all her friends in this exciting new Pixi series. From Pony Surprise to Star Ballerina, there is sure to be a story to capture the hearts of every little girl. These collectible mini books are available at the attractive RRP of $1, making them appealing to children and parents alike.",http://books.google.com/books/content?id=ctHCNAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781743461792,Google Books,Hello Kitty: Show-and-Tell,"Five Mile Press Pty Limited, The",,2013-02-01,en,,,,,"Join Hello Kitty and all her friends in this exciting new Pixi series. From Pony Surprise to Star Ballerina, there is sure to be a story to capture the hearts of every little girl. These collectible mini books are available at the attractive RRP of $1, making them appealing to children and parents alike.",http://books.google.com/books/content?id=gETANAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781743461808,Google Books,Hello Kitty: My Little Angel,"Five Mile Press Pty Limited, The",,2013-02-01,en,,,,,"Join Hello Kitty and all her friends in this exciting new Pixi series. From Pony Surprise to Star Ballerina, there is sure to be a story to capture the hearts of every little girl. These collectible mini books are available at the attractive RRP of $1, making them appealing to children and parents alike.",http://books.google.com/books/content?id=dJG6NAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781743466339,Google Books,"Goodnight, Sleepy Monkey",Five Mile Press Staff,,2013,en,14.0,Animals,,,,http://books.google.com/books/content?id=b9b_ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781743468036,Google Books,Applebuck Season,"Five Mile Press Pty Limited, The",,2013-12-01,en,,,,,"Girls will love these gorgeous books featuring all the beloved characters from the world of My Little Pony. These collectible mini books are available at the attractive RRP of $1, making them appealing to children and parents alike.",,,,
