isbn,data_source,title,authors,publisher,publication_date,language,page_count,categories,average_rating,ratings_count,description,thumbnail,binding,dimensions,weight
9781743468043,Google Books,An a to Z of My Little Pony,"Five Mile Press Pty Limited, The",,2013-12-01,en,,,,,"Girls will love these gorgeous books featuring all the beloved characters from the world of My Little Pony. These collectible mini books are available at the attractive RRP of $1, making them appealing to children and parents alike.",,,,
9781743468050,Google Books,The Magic of Friendship,"Five Mile Press Pty Limited, The",,2013-12-01,en,,,,,"Girls will love these gorgeous books featuring all the beloved characters from the world of My Little Pony. These collectible mini books are available at the attractive RRP of $1, making them appealing to children and parents alike.",,,,
9781743468067,Google Books,The Grand Galloping Gala,"Five Mile Press Pty Limited, The",,2013-12-01,en,,,,,"Girls will love these gorgeous books featuring all the beloved characters from the world of My Little Pony. These collectible mini books are available at the attractive RRP of $1, making them appealing to children and parents alike.",,,,
9781743468074,Google Books,The Festival of Sweets,"Five Mile Press Pty Limited, The",,2013-12-01,en,,,,,"Girls will love these gorgeous books featuring all the beloved characters from the world of My Little Pony. These collectible mini books are available at the attractive RRP of $1, making them appealing to children and parents alike.",,,,
9781743468081,Google Books,The Cutie Mark Crusaders,"Five Mile Press Pty Limited, The",,2013-12-01,en,,,,,"Girls will love these gorgeous books featuring all the beloved characters from the world of My Little Pony. These collectible mini books are available at the attractive RRP of $1, making them appealing to children and parents alike.",,,,
9781743468098,Google Books,Ponyville Friends,"Five Mile Press Pty Limited, The",,2013-12-01,en,,,,,"Girls will love these gorgeous books featuring all the beloved characters from the world of My Little Pony. These collectible mini books are available at the attractive RRP of $1, making them appealing to children and parents alike.",,,,
9781743468104,Google Books,Pinkie Pie's Parties,"Five Mile Press Pty Limited, The",,2013-12-01,en,,,,,"Girls will love these gorgeous books featuring all the beloved characters from the world of My Little Pony. These collectible mini books are available at the attractive RRP of $1, making them appealing to children and parents alike.",,,,
9781743469590,ISBNdb,Tracey Moroney's When I'm Feeling..Happy,Trace Morony,Five Mile,2013-11-01,en,16.0,Subjects,,,"Have you ever been so happy that you wanted to jump for joy? Does spending time with your friends or watching the starry night sky make you smile from ear to ear? The little rabbit loves how it feels to be happy and to be patient and kind to others as well. Read along, and you too might find that happiness is contagious!",https://images.isbndb.com/covers/20597583482808.jpg,Paperback,Weight: 0.18 Pounds,
9781743469606,ISBNdb,When I M Feeling.. Lonley,Trace Moroney,Five Mile Press,2013,en,12.0,,,,,https://images.isbndb.com/covers/20597743482808.jpg,Paperback,"Height: 8.07085 inches, Length: 7.99211 inches, Width: 0.59055 inches",
9781743469613,ISBNdb,Tracey Moroney's When I'm Feeling..Angry,Tracey Moroney,Five Mile,1600,en,,Subjects,,,,https://images.isbndb.com/covers/20597813482808.jpg,Paperback,"Height: 7.95274 Inches, Length: 7.59841 Inches, Weight: 0.15 Pounds, Width: 0.07874 Inches",
9781743469620,Google Books,Tracey Moroney's When I'm Feeling..Jealous,,,2013,en,16.0,,,,,,,,
9781743469637,Open Library,Tracey Moroney's When I'm Feeling..Kind,,Five Mile,,,,,,,,https://covers.openlibrary.org/b/id/13777953-M.jpg,,,
9781743469644,Open Library,Tracey Moroney's When I'm Feeling..Loved,Trace Moroney,The Five Mile Press Pty Ltd,"Mar 20, 2009",,,,,,,https://covers.openlibrary.org/b/id/13702101-M.jpg,,,
9781743469651,ISBNdb,Tracey Moroney's When I'm Feeling..Sad,Trace Morony,The Five Mile Press Pty Ltd,1600,en,,Subjects,,,,https://images.isbndb.com/covers/20598193482808.jpg,Paperback,Weight: 0.2 Pounds,
9781743469668,Open Library,Tracey Moroney's When I'm Feeling...Scared,Trace Morony,Five Mile,"Apr 04, 1600",,,,,,,https://covers.openlibrary.org/b/id/13822573-M.jpg,,,
9781743521434,Google Books,Early Learning,"Hinkler Books Pty, Limited",,2013,en,10.0,Board books,,,"Young children will love learning with the Early Learning 3 in 1 Tall Board Book. Each title is three books in one, filled with bright and colourful photographs and popular early learning concepts. The hard-cover board book format has thick pages and tabs on each page that are great for little hands, and a unique product that is sure to be a hit with all littlies.",http://books.google.com/books/content?id=GEfccQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781743521441,Google Books,Animals,"Hinkler Books Pty, Limited",,2013,en,10.0,Animals,,,"Young children will love learning with the Early Learning 3 in 1 Tall Board Book. Each title is three books in one, filled with bright and colourful photographs and popular early learning concepts. The hard-cover board book format has thick pages and tabs on each page that are great for little hands, and a unique product that is sure to be a hit with all littlies.",http://books.google.com/books/content?id=UGKLngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781743521458,Google Books,Things that Go,"Hinkler Books Pty, Limited",,2013,en,10.0,Board books,,,"Young children will love learning with the Early Learning 3 in 1 Tall Board Book. Each title is three books in one, filled with bright and colourful photographs and popular early learning concepts. The hard-cover board book format has thick pages and tabs on each page that are great for little hands, and a unique product that is sure to be a hit with all littlies.",,,,
9781743521465,Google Books,My Day,"Hinkler Books Pty, Limited",,2013,en,10.0,Board books,,,"Young children will love learning with the Early Learning 3 in 1 Tall Board Book. Each title is three books in one, filled with bright and colourful photographs and popular early learning concepts. The hard-cover board book format has thick pages and tabs on each page that are great for little hands, and a unique product that is sure to be a hit with all littlies.",http://books.google.com/books/content?id=eQtLngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781743522844,Google Books,My First Picture Dictionary Us,Hinkler Books,Hinkler Books Pty Limited,2013-01-01,en,96.0,Education,,,"My First Picture Dictionary is an excellent reference tool for children, parents and teachers. It has been designed to help children learn alphabetical order, expand their vocabulary, develop basic research skills and become familiar with simple grammatical structures. Children will love turning the pages to discover over 750 clear, easy-to-read definitions with engaging photographs. With its high-quality colour images and simple layout, My First Picture Dictionary will stimulate, educate and en",http://books.google.com/books/content?id=fXjLnQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781743522998,Google Books,My First 100 Words Us Revised,Hinkler Books,Hinkler Books Pty Limited,2013-01-01,en,96.0,Education,,,"Enchant and stimulate young minds with My First 100 Words. Children will love turning the pages to discover familiar concepts, objects and animals. Designed to educate and entertain, My First 100 Words will help children expand their vocabularies, improve their word recognition skills, and understand simple themes.",http://books.google.com/books/content?id=6eR2ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781743527764,ISBNdb,Funky Things To Draw Pencil Set,unknown author,Hinkler Books Ltd. Bounce Books,,en,,,,,,https://images.isbndb.com/covers/21179323482808.jpg,Hardcover,"height: 460 mm, length: 250 mm, width: 12 mm, weight: 544 g",
9781743529171,Google Books,Ready to Go! Toilet Time,Dr Janet Hall,hinkler,2013-12-01,en,6.0,Family & Relationships,,,"Ready to Go! Toilet Time includes an easy-to-follow parent guide written by child psychologist Dr Janet Hall, with helpful ideas and training methods, plus a children's reward chart with stickers. It also contains a beautifully illustrated simple toilet-training storybook that children will enjoy reading as they learn the important developmental skill of toilet training.",http://books.google.com/books/content?id=NOZNAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,
9781743529188,Google Books,Ready to Go! Toilet Time,Dr Janet Hall,hinkler,2013-12-01,en,6.0,Family & Relationships,,,"Ready to Go! Toilet Time includes an easy-to-follow parent guide written by child psychologist Dr Janet Hall, with helpful ideas and training methods, plus a children's reward chart with stickers. It also contains a beautifully illustrated simple toilet-training storybook that children will enjoy reading as they learn the important developmental skill of toilet training.",http://books.google.com/books/content?id=fuZNAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,
9781743529652,Google Books,My Cool Box of Dress-Up Fashion Dolls,"Hinkler Books Pty, Limited",Hinkler Book Distributors,2013-01-01,en,16.0,,,,,,,,
9781743630822,,,,,,,,,,,,,,,
9781743633014,,,,,,,,,,,,,,,
9781743633021,,,,,,,,,,,,,,,
9781743633038,,,,,,,,,,,,,,,
9781743633069,,,,,,,,,,,,,,,
9781743633076,,,,,,,,,,,,,,,
9781743633205,Google Books,My First Farm,,,2013,en,,Board books,,,BABY BOOKS. The My First series has been designed to build word recognition and image association skills. Young readers will adore the bright photographs and will expand their vocabularies. Ages 0+,,,,
9781743633212,Google Books,My First Colours,,,2013,en,,Board books,,,,,,,
9781743633229,Google Books,My First Words,,,2013,en,,Board books,,,,,,,
9781743633236,Google Books,My First Numbers,,,2013,en,,Board books,,,BABY BOOKS. The My First series has been designed to build word recognition and image association skills. Young readers will adore the bright photographs and will expand their vocabularies. Ages 0+,,,,
9781743633434,Google Books,World Map Jigsaw Puzzle,,,2013,en,,,,,,http://books.google.com/books/content?id=hpH1swEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9781743637791,,,,,,,,,,,,,,,
9781743637845,ISBNdb,School Zone Preschool Little Thinker,Joan Hoffmann,Hinkler Books,2014-01-01,en,,,,,"The Little Thinkers series is the perfect thinking cap for your little one! Many of the concepts in these books will be new to your little thinker. New activities can be fun, rather than frustrating. Help your child understand the questions and answers. This is your opportunity to spend quality time with your child as a supportive teacher.",https://images.isbndb.com/covers/22280133482808.jpg,Paperback,"height: 217 mm, length: 276 mm, width: 6 mm",
